age,attrition,business_travel,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
39,False,Travel_Rarely,Research & Development,1,1,Life Sciences,1026,4,Female,2,4,Manufacturing Director,4,Unknown,12742.0,7060,1,False,16,3,3,21,3,3,21,6,11,8.0
27,False,Travel_Rarely,Research & Development,2,4,Life Sciences,1027,1,Female,3,2,Manufacturing Director,4,Married,4227.0,4658,0,False,18,3,2,4,2,3,3,2,2,2.0
35,False,Travel_Rarely,Research & Development,10,3,Other,1028,2,Male,3,1,Laboratory Technician,4,Divorced,3917.0,9541,1,False,20,4,1,3,4,2,3,2,1,2.0
37,False,Travel_Rarely,Sales,5,2,Marketing,1029,4,Male,3,5,Manager,3,Married,18303.0,7770,6,False,13,3,2,21,3,4,1,0,0,0.0
50,False,Travel_Rarely,Research & Development,9,3,Unknown,1030,1,Male,3,1,Laboratory Technician,4,Married,2380.0,20165,4,False,18,3,2,8,5,3,1,0,0,0.0
59,False,Travel_Rarely,Research & Development,2,3,Life Sciences,1032,3,Female,2,4,Manufacturing Director,4,Single,13726.0,21829,3,True,13,3,1,30,4,3,5,3,4,3.0
55,False,Travel_Frequently,Research & Development,18,4,Medical,1034,3,Male,3,2,Healthcare Representative,2,Unknown,6385.0,12992,3,True,14,3,4,17,3,3,8,7,6,7.0
41,False,Non_Travel,Research & Development,7,1,Life Sciences,1035,2,Female,1,5,Research Director,3,Divorced,19973.0,20284,1,False,22,4,2,21,3,3,21,16,5,10.0
38,False,Travel_Rarely,Sales,3,4,Life Sciences,1036,2,Male,3,2,Sales Executive,4,Single,6861.0,4981,8,True,12,3,3,19,1,3,1,0,0,0.0
44,False,Travel_Rarely,Sales,28,3,Medical,1039,4,Female,4,4,Sales Executive,4,Married,13320.0,11737,3,True,18,3,3,23,2,3,12,11,11,11.0
50,False,Non_Travel,Sales,1,3,Life Sciences,1040,4,Female,3,2,Sales Executive,3,Married,6347.0,24920,0,False,12,3,1,19,3,3,18,7,0,3.0
39,False,Travel_Frequently,Research & Development,22,3,Medical,1043,4,Female,3,3,Manufacturing Director,1,Single,10880.0,5083,1,True,13,3,3,21,2,3,21,6,2,8.0
33,False,Non_Travel,Sales,8,1,Life Sciences,1044,2,Female,2,1,Sales Representative,4,Unknown,2342.0,21437,0,False,19,3,4,3,2,2,2,2,2,2.0
45,False,Travel_Rarely,Sales,11,2,Life Sciences,1045,4,Female,3,4,Manager,4,Married,17650.0,5404,3,False,13,3,2,26,4,4,9,3,1,1.0
32,False,Non_Travel,Research & Development,29,4,Medical,1046,4,Female,3,1,Laboratory Technician,3,Single,4025.0,11135,9,False,12,3,2,10,2,3,8,7,7,7.0
34,False,Travel_Rarely,Sales,1,4,Marketing,1047,2,Male,4,2,Sales Executive,4,Divorced,9725.0,12278,0,False,11,3,4,16,2,2,15,1,0,9.0
59,False,Travel_Rarely,Sales,1,2,Technical Degree,1048,2,Male,3,3,Manager,4,Married,11904.0,11038,3,True,14,3,3,14,1,1,6,4,0,4.0
45,False,Travel_Rarely,Human Resources,24,4,Medical,1049,2,Male,3,1,Human Resources,2,Single,2177.0,8318,1,False,16,3,1,6,3,3,6,3,0,4.0
53,False,Travel_Rarely,Sales,2,3,Marketing,1050,3,Female,2,3,Sales Executive,2,Married,7525.0,23537,2,False,12,3,1,30,2,3,15,7,6,12.0
34,False,Travel_Rarely,Sales,10,4,Life Sciences,1055,3,Female,3,1,Sales Representative,3,Married,2220.0,18410,1,True,19,3,4,1,3,3,1,1,0,0.0
28,False,Travel_Rarely,Sales,10,1,Medical,1056,4,Male,3,1,Sales Representative,2,Married,1052.0,23384,1,False,22,4,2,1,5,3,1,0,0,0.0
38,False,Travel_Frequently,Research & Development,3,4,Other,1060,3,Male,3,1,Research Scientist,3,Married,2821.0,2997,3,False,16,3,1,8,2,3,2,2,2,2.0
50,False,Travel_Rarely,Research & Development,2,4,Medical,1061,2,Male,3,5,Research Director,3,Unknown,19237.0,12853,2,True,11,3,4,29,2,2,8,1,7,3.0
37,False,Travel_Rarely,Research & Development,3,3,Other,1062,4,Female,3,2,Healthcare Representative,2,Single,4107.0,13848,3,False,15,3,1,8,3,2,4,3,0,1.0
40,False,Travel_Rarely,Sales,26,3,Marketing,1066,3,Male,3,2,Sales Executive,1,Married,8396.0,22217,1,False,14,3,2,8,3,2,7,7,7,5.0
26,False,Travel_Frequently,Research & Development,1,1,Medical,1068,1,Female,2,1,Research Scientist,3,Divorced,2007.0,25265,1,False,13,3,3,5,5,3,5,3,1,3.0
46,False,Travel_Rarely,Research & Development,1,4,Medical,1069,4,Male,3,5,Research Director,4,Divorced,19627.0,21445,9,False,17,3,4,23,0,3,2,2,2,2.0
54,False,Travel_Rarely,Sales,2,4,Life Sciences,1070,3,Female,2,3,Sales Executive,3,Married,10686.0,8392,6,False,11,3,2,13,4,3,9,4,7,0.0
56,False,Travel_Frequently,Research & Development,9,3,Medical,1071,1,Female,3,1,Research Scientist,3,Married,2942.0,12154,2,False,19,3,2,18,4,3,5,4,0,3.0
36,False,Travel_Rarely,Research & Development,12,5,Medical,1073,4,Female,2,3,Manufacturing Director,4,Single,8858.0,15669,0,False,11,3,2,15,2,2,14,8,7,8.0
55,False,Non_Travel,Research & Development,2,1,Medical,1074,3,Male,2,4,Manager,1,Single,16756.0,17323,7,False,15,3,2,31,3,4,9,7,6,2.0
43,False,Travel_Rarely,Sales,25,3,Medical,1076,3,Male,2,3,Sales Executive,4,Divorced,10798.0,5268,5,False,13,3,3,18,5,3,1,0,0,0.0
46,False,Travel_Rarely,Research & Development,8,4,Life Sciences,1080,4,Female,2,2,Research Scientist,1,Divorced,4615.0,21029,8,True,23,4,1,19,2,3,16,13,1,7.0
26,False,Travel_Rarely,Research & Development,1,2,Medical,1083,1,Male,2,1,Laboratory Technician,1,Married,3955.0,11141,1,False,16,3,1,6,2,3,5,3,1,3.0
30,False,Travel_Rarely,Research & Development,20,3,Other,1084,3,Male,3,2,Manufacturing Director,1,Married,9957.0,9096,0,False,15,3,3,7,3,2,6,2,0,2.0
41,False,Travel_Rarely,Research & Development,7,2,Technical Degree,1085,2,Female,4,1,Research Scientist,3,Married,3376.0,18863,1,False,13,3,3,10,3,3,10,6,0,8.0
38,False,Travel_Rarely,Research & Development,17,1,Life Sciences,1088,3,Female,2,3,Healthcare Representative,3,Married,8823.0,24608,0,False,18,3,1,20,4,2,19,9,1,9.0
40,False,Travel_Rarely,Research & Development,20,4,Technical Degree,1092,1,Male,3,3,Healthcare Representative,4,Married,10322.0,26542,4,False,20,4,4,14,6,3,11,10,11,1.0
27,False,Non_Travel,Research & Development,8,5,Life Sciences,1094,1,Male,1,1,Laboratory Technician,3,Married,4621.0,5869,1,False,19,3,4,3,4,3,3,2,1,2.0
55,False,Travel_Frequently,Research & Development,2,1,Life Sciences,1096,4,Male,3,3,Manufacturing Director,2,Married,10976.0,15813,3,False,18,3,2,23,4,3,3,2,1,2.0
28,False,Travel_Rarely,Research & Development,10,3,Other,1097,3,Female,3,2,Research Scientist,3,Single,3660.0,7909,3,False,13,3,4,10,4,4,8,7,1,7.0
33,False,Travel_Rarely,Research & Development,5,3,Life Sciences,1099,4,Male,2,3,Healthcare Representative,4,Divorced,7119.0,21214,4,False,15,3,3,9,2,3,3,2,1,2.0
37,False,Travel_Rarely,Research & Development,15,2,Life Sciences,1102,1,Male,3,1,Laboratory Technician,3,Divorced,2207.0,22482,1,False,16,3,4,4,5,2,4,2,2,2.0
37,False,Travel_Frequently,Research & Development,3,1,Life Sciences,1103,1,Male,3,2,Healthcare Representative,4,Single,7756.0,22266,0,False,17,3,3,7,1,2,6,2,0,4.0
37,False,Travel_Rarely,Sales,10,4,Unknown,1105,4,Female,2,2,Sales Executive,4,Divorced,6694.0,24223,2,True,14,3,3,8,5,3,1,0,0,0.0
42,False,Travel_Rarely,Research & Development,2,2,Medical,1109,4,Male,3,4,Manager,1,Married,17665.0,14399,0,False,17,3,4,23,3,3,22,6,13,7.0
33,False,Travel_Frequently,Sales,7,3,Unknown,1114,4,Female,3,2,Sales Executive,2,Married,4302.0,13401,0,False,17,3,3,4,3,3,3,2,0,2.0
34,False,Non_Travel,Research & Development,3,4,Life Sciences,1115,3,Male,2,1,Research Scientist,4,Married,4907.0,22478,3,False,17,3,4,6,2,3,0,0,0,0.0
48,False,Non_Travel,Research & Development,1,4,Medical,1116,1,Male,4,4,Manager,4,Single,16885.0,16154,2,False,22,4,3,27,3,2,5,4,2,1.0
45,False,Non_Travel,Sales,9,4,Life Sciences,1117,2,Female,2,2,Sales Executive,3,Married,5593.0,17970,1,False,13,3,4,15,2,3,15,10,4,12.0
52,False,Travel_Rarely,Research & Development,7,4,Life Sciences,1118,2,Male,3,3,Healthcare Representative,2,Single,10445.0,15322,7,False,19,3,4,18,3,3,8,6,4,0.0
38,False,Travel_Rarely,Sales,10,4,Marketing,1119,3,Male,2,3,Sales Executive,3,Divorced,8740.0,5569,0,True,14,3,2,9,2,3,8,7,2,7.0
29,False,Travel_Rarely,Research & Development,28,4,Life Sciences,1120,3,Female,3,1,Research Scientist,4,Divorced,2514.0,26968,4,False,22,4,1,11,1,3,7,5,1,7.0
28,False,Travel_Rarely,Research & Development,3,3,Medical,1121,4,Female,3,3,Manufacturing Director,2,Divorced,7655.0,8039,0,False,17,3,2,10,3,2,9,7,1,3.0
46,False,Travel_Rarely,Sales,3,1,Marketing,1124,1,Male,3,4,Manager,3,Married,17465.0,15596,3,False,12,3,4,23,3,3,12,9,4,9.0
38,False,Travel_Rarely,Sales,2,2,Marketing,1125,4,Male,3,3,Sales Executive,2,Unknown,7351.0,20619,7,False,16,3,3,10,2,3,1,0,0,0.0
43,False,Travel_Frequently,Research & Development,27,3,Life Sciences,1126,3,Female,3,3,Manufacturing Director,1,Married,10820.0,11535,8,False,11,3,3,18,3,3,8,7,0,1.0
40,False,Travel_Rarely,Research & Development,14,3,Medical,1128,3,Male,2,5,Research Director,3,Single,19626.0,17544,1,False,14,3,1,21,2,4,20,7,4,9.0
21,False,Travel_Rarely,Research & Development,1,1,Technical Degree,1131,4,Female,2,1,Research Scientist,2,Single,2070.0,25326,1,True,11,3,3,2,6,4,2,2,2,2.0
39,False,Non_Travel,Research & Development,9,3,Life Sciences,1132,3,Male,3,2,Laboratory Technician,2,Single,6782.0,8770,9,False,15,3,3,9,2,2,5,4,0,3.0
36,False,Non_Travel,Research & Development,18,4,Life Sciences,1133,1,Male,3,2,Manufacturing Director,4,Unknown,7779.0,23238,2,False,20,4,1,18,0,3,11,9,0,3.0
31,False,Travel_Frequently,Sales,20,3,Life Sciences,1135,3,Male,4,1,Sales Representative,4,Married,2791.0,21981,0,False,12,3,1,3,4,3,2,2,2,2.0
28,False,Travel_Rarely,Research & Development,2,1,Life Sciences,1136,1,Male,2,1,Research Scientist,2,Unknown,3201.0,19911,0,False,17,3,1,6,2,1,5,3,0,4.0
35,False,Travel_Frequently,Sales,11,2,Marketing,1137,4,Male,3,2,Sales Executive,4,Divorced,4968.0,18500,1,False,11,3,4,5,3,3,5,2,0,2.0
49,False,Travel_Rarely,Sales,8,4,Technical Degree,1138,4,Male,2,4,Sales Executive,2,Married,13120.0,11879,6,False,17,3,2,22,3,3,9,8,2,3.0
34,False,Travel_Frequently,Research & Development,2,2,Life Sciences,1140,4,Male,3,2,Manufacturing Director,3,Single,4033.0,15834,2,False,11,3,4,5,3,2,3,2,0,2.0
29,False,Travel_Frequently,Research & Development,10,3,Life Sciences,1143,4,Female,3,1,Research Scientist,2,Unknown,3291.0,17940,0,False,14,3,4,8,2,2,7,5,1,1.0
42,False,Travel_Rarely,Research & Development,29,3,Medical,1148,2,Male,1,2,Laboratory Technician,4,Single,4272.0,9558,4,False,19,3,1,16,3,3,1,0,0,0.0
29,False,Travel_Rarely,Research & Development,8,1,Medical,1150,2,Male,2,2,Manufacturing Director,4,Married,5056.0,17689,1,True,15,3,3,10,2,2,10,7,1,2.0
38,False,Travel_Rarely,Human Resources,1,3,Human Resources,1152,3,Male,4,1,Human Resources,3,Married,2844.0,6004,1,False,13,3,4,7,2,4,7,6,5,0.0
28,False,Travel_Frequently,Research & Development,6,3,Life Sciences,1154,3,Male,2,1,Research Scientist,3,Divorced,2703.0,22088,1,True,14,3,4,3,2,3,3,1,0,2.0
41,False,Travel_Rarely,Research & Development,12,4,Life Sciences,1158,2,Male,3,1,Laboratory Technician,4,Married,4766.0,9051,3,False,11,3,1,6,4,3,1,0,0,0.0
37,False,Travel_Rarely,Research & Development,25,2,Medical,1161,3,Female,2,2,Healthcare Representative,4,Divorced,5731.0,17171,7,False,13,3,3,9,2,3,6,2,1,3.0
27,False,Travel_Rarely,Research & Development,6,3,Life Sciences,1162,4,Male,2,1,Research Scientist,3,Married,2539.0,7950,1,False,13,3,3,4,0,3,4,2,2,2.0
34,False,Travel_Rarely,Sales,9,1,Life Sciences,1163,2,Female,3,2,Sales Executive,3,Unknown,5714.0,5829,1,False,20,4,1,6,3,2,6,5,1,3.0
35,False,Travel_Rarely,Human Resources,8,4,Technical Degree,1164,3,Male,3,1,Human Resources,3,Single,4323.0,7108,1,False,17,3,2,6,2,1,5,4,1,4.0
40,False,Travel_Frequently,Research & Development,9,4,Medical,1166,2,Female,3,3,Research Director,3,Single,13499.0,13782,9,False,17,3,3,20,3,2,18,7,2,13.0
42,False,Travel_Rarely,Sales,4,4,Marketing,1171,2,Male,3,2,Sales Executive,1,Single,5155.0,2253,7,False,13,3,4,9,3,4,6,4,1,3.0
35,False,Travel_Rarely,Research & Development,1,4,Medical,1172,4,Male,2,1,Laboratory Technician,3,Married,2258.0,16340,6,False,12,3,2,10,2,3,8,0,1,7.0
24,False,Travel_Rarely,Research & Development,24,3,Medical,1173,4,Male,3,1,Laboratory Technician,2,Single,3597.0,6409,8,False,22,4,4,6,2,3,4,3,1,2.0
26,False,Travel_Rarely,Research & Development,3,4,Medical,1177,1,Male,4,1,Laboratory Technician,4,Unknown,4420.0,13421,1,False,22,4,2,8,2,3,8,7,0,7.0
30,False,Travel_Rarely,Sales,10,3,Marketing,1179,3,Male,2,2,Sales Executive,3,Married,6578.0,2706,1,False,18,3,1,10,3,3,10,3,1,4.0
40,False,Travel_Frequently,Research & Development,26,2,Medical,1180,3,Female,2,2,Research Scientist,4,Married,4422.0,21203,3,True,13,3,4,16,3,1,1,1,0,0.0
35,False,Travel_Rarely,Research & Development,2,3,Life Sciences,1182,3,Male,2,3,Manufacturing Director,2,Divorced,10274.0,19588,2,False,18,3,2,15,2,4,7,7,6,3.0
34,False,Travel_Frequently,Research & Development,1,3,Medical,1184,4,Male,2,2,Healthcare Representative,1,Single,5343.0,25755,0,False,20,4,3,14,3,3,13,9,4,9.0
35,False,Travel_Frequently,Research & Development,4,4,Other,1185,4,Male,2,1,Laboratory Technician,4,Married,2376.0,26537,1,False,13,3,2,2,2,4,2,2,2,2.0
32,False,Travel_Rarely,Sales,2,1,Life Sciences,1190,3,Female,3,1,Sales Representative,1,Divorced,2827.0,14947,1,False,12,3,3,1,3,3,1,0,0,0.0
56,False,Travel_Rarely,Research & Development,4,4,Technical Degree,1191,4,Female,3,5,Manager,1,Divorced,19943.0,18575,4,False,13,3,4,28,2,3,5,2,4,2.0
29,False,Travel_Rarely,Research & Development,6,1,Medical,1192,2,Female,3,1,Laboratory Technician,4,Married,3131.0,26342,1,False,13,3,1,10,5,3,10,8,0,8.0
19,False,Travel_Rarely,Research & Development,9,2,Life Sciences,1193,3,Male,3,1,Research Scientist,1,Single,2552.0,7172,1,False,25,4,3,1,4,3,1,1,0,0.0
45,False,Travel_Rarely,Research & Development,7,3,Unknown,1195,1,Female,3,1,Research Scientist,3,Married,4477.0,20100,4,False,19,3,3,7,3,2,3,2,0,2.0
37,False,Travel_Rarely,Research & Development,1,3,Life Sciences,1196,4,Female,2,2,Manufacturing Director,4,Married,6474.0,9961,1,False,13,3,2,14,2,2,14,8,3,11.0
20,False,Travel_Rarely,Research & Development,3,3,Life Sciences,1198,1,Male,2,1,Laboratory Technician,3,Single,3033.0,12828,1,False,12,3,1,2,2,2,2,2,1,2.0
53,False,Travel_Rarely,Research & Development,7,2,Medical,1201,4,Female,3,5,Manager,3,Divorced,18606.0,18640,3,False,18,3,2,26,6,3,7,7,4,7.0
29,False,Travel_Rarely,Research & Development,15,1,Life Sciences,1202,2,Female,1,1,Research Scientist,4,Married,2168.0,26933,0,True,18,3,1,6,2,2,5,4,1,3.0
46,False,Travel_Rarely,Sales,2,3,Unknown,1204,3,Female,3,4,Manager,1,Unknown,17048.0,24097,8,False,23,4,1,28,2,3,26,15,15,3.0
44,False,Travel_Rarely,Research & Development,17,3,Life Sciences,1206,4,Male,1,1,Research Scientist,3,Single,2290.0,4279,2,False,13,3,4,6,3,3,0,0,0,0.0
33,False,Travel_Rarely,Human Resources,2,3,Human Resources,1207,2,Male,3,1,Human Resources,3,Married,3600.0,8429,1,False,13,3,4,5,2,3,5,4,1,4.0
30,False,Travel_Rarely,Sales,29,4,Life Sciences,1211,3,Male,3,2,Sales Executive,1,Divorced,4115.0,13192,8,False,19,3,3,8,3,3,4,3,0,3.0
40,False,Travel_Frequently,Sales,2,4,Medical,1212,2,Male,3,2,Sales Executive,2,Married,4327.0,25440,5,False,12,3,4,5,2,3,0,0,0,0.0
50,False,Travel_Frequently,Research & Development,2,3,Medical,1215,4,Female,3,4,Manager,1,Married,17856.0,9490,2,False,22,4,3,32,3,3,2,2,2,2.0
28,False,Travel_Rarely,Research & Development,19,4,Medical,1216,4,Male,2,1,Laboratory Technician,1,Married,3196.0,12449,1,False,12,3,3,6,3,3,6,5,3,3.0
46,False,Travel_Rarely,Research & Development,15,2,Life Sciences,1217,4,Male,3,5,Research Director,2,Married,19081.0,10849,5,False,11,3,1,25,2,3,4,2,0,3.0
35,False,Travel_Rarely,Sales,17,4,Life Sciences,1218,3,Male,3,2,Sales Executive,1,Unknown,8966.0,21026,3,True,15,3,4,15,2,3,7,7,1,7.0
33,False,Travel_Frequently,Sales,25,3,Medical,1220,2,Female,3,2,Sales Executive,3,Married,4539.0,4905,1,False,12,3,1,10,3,2,10,7,0,1.0
36,False,Travel_Rarely,Research & Development,6,4,Life Sciences,1221,3,Male,1,1,Laboratory Technician,3,Divorced,2741.0,6865,1,False,14,3,3,7,4,3,7,7,1,7.0
30,False,Travel_Rarely,Research & Development,7,4,Life Sciences,1224,3,Male,3,2,Laboratory Technician,3,Unknown,3491.0,11309,1,False,13,3,1,10,4,2,10,7,8,9.0
44,False,Travel_Rarely,Research & Development,29,4,Other,1225,4,Male,3,2,Research Scientist,4,Single,4541.0,7744,1,False,25,4,2,20,3,3,20,11,13,17.0
20,False,Travel_Rarely,Sales,21,3,Marketing,1226,3,Male,4,1,Sales Representative,4,Single,2678.0,5050,1,False,17,3,4,2,2,3,2,1,2,2.0
46,False,Travel_Rarely,Research & Development,2,4,Technical Degree,1228,4,Male,3,2,Manufacturing Director,4,Divorced,7379.0,17433,2,False,11,3,3,12,3,2,6,3,1,4.0
42,False,Non_Travel,Human Resources,2,5,Medical,1231,4,Male,4,2,Human Resources,1,Married,6272.0,12858,7,False,16,3,1,10,3,4,4,3,0,3.0
60,False,Travel_Rarely,Sales,7,4,Marketing,1233,2,Male,4,2,Sales Executive,4,Unknown,5220.0,10893,0,True,18,3,2,12,3,3,11,7,1,9.0
32,False,Travel_Frequently,Research & Development,13,3,Other,1234,3,Female,2,1,Laboratory Technician,2,Married,2743.0,7331,1,False,20,4,3,2,2,3,2,2,2,2.0
32,False,Travel_Frequently,Research & Development,2,2,Life Sciences,1235,4,Female,3,2,Research Scientist,3,Single,4998.0,2338,4,True,14,3,4,10,2,3,8,7,0,7.0
36,False,Travel_Rarely,Research & Development,1,3,Technical Degree,1237,3,Female,1,3,Manufacturing Director,1,Unknown,10252.0,4235,2,True,21,4,3,17,2,3,7,7,7,7.0
33,False,Travel_Rarely,Research & Development,9,3,Medical,1238,1,Male,3,1,Research Scientist,4,Married,2781.0,6311,0,False,13,3,2,15,5,3,14,10,4,10.0
40,False,Travel_Rarely,Sales,10,3,Technical Degree,1239,2,Female,2,2,Sales Executive,2,Divorced,6852.0,11591,7,False,12,3,2,7,2,4,5,1,1,3.0
25,False,Travel_Rarely,Sales,10,4,Life Sciences,1240,3,Male,3,2,Sales Executive,4,Single,4950.0,20623,0,False,14,3,2,5,4,3,4,3,1,1.0
30,False,Travel_Rarely,Research & Development,1,3,Medical,1241,4,Male,3,1,Research Scientist,2,Married,3579.0,9369,0,True,21,4,1,12,2,3,11,9,5,7.0
42,False,Travel_Frequently,Research & Development,26,5,Medical,1242,1,Female,3,3,Research Director,1,Married,13191.0,23281,3,True,17,3,3,20,6,3,1,0,0,0.0
35,False,Non_Travel,Sales,8,2,Marketing,1243,3,Female,2,3,Sales Executive,4,Married,10377.0,13755,4,True,11,3,2,16,6,2,13,2,4,12.0
27,False,Travel_Rarely,Research & Development,14,3,Unknown,1244,1,Male,3,1,Research Scientist,1,Married,2235.0,14377,1,True,14,3,4,9,3,2,9,7,6,8.0
54,False,Travel_Frequently,Research & Development,1,4,Life Sciences,1245,4,Female,3,3,Manufacturing Director,3,Divorced,10502.0,9659,7,False,17,3,1,33,2,1,5,4,1,4.0
44,False,Travel_Rarely,Research & Development,2,1,Life Sciences,1246,1,Female,4,1,Research Scientist,4,Married,2011.0,19982,1,False,13,3,4,10,5,3,10,5,7,3.0
29,False,Travel_Rarely,Research & Development,1,3,Life Sciences,1249,1,Female,3,1,Research Scientist,4,Unknown,3760.0,5598,1,False,15,3,1,3,5,3,3,2,1,2.0
54,False,Travel_Rarely,Research & Development,3,3,Life Sciences,1250,4,Male,3,4,Research Director,4,Married,17779.0,23474,3,False,14,3,1,36,2,3,10,9,0,9.0
31,False,Travel_Rarely,Research & Development,11,2,Medical,1251,3,Male,3,2,Healthcare Representative,1,Married,6833.0,17089,1,True,12,3,4,6,2,2,6,5,0,1.0
31,False,Travel_Rarely,Research & Development,24,3,Medical,1252,3,Female,2,2,Healthcare Representative,1,Single,6812.0,17198,1,False,19,3,2,10,2,3,10,9,1,3.0
59,False,Travel_Rarely,Sales,3,3,Life Sciences,1254,3,Female,2,2,Sales Executive,4,Single,5171.0,16490,5,False,17,3,4,13,2,3,6,1,0,5.0
43,False,Travel_Rarely,Research & Development,3,3,Life Sciences,1255,3,Male,1,5,Research Director,4,Married,19740.0,18625,3,False,14,3,2,25,2,3,8,7,0,7.0
49,False,Travel_Rarely,Research & Development,4,2,Medical,1256,1,Male,2,5,Manager,3,Married,18711.0,12124,2,False,13,3,3,23,2,4,1,0,0,3.0
36,False,Travel_Frequently,Research & Development,3,3,Technical Degree,1257,3,Male,3,1,Research Scientist,2,Married,3692.0,9256,1,False,12,3,3,12,2,2,11,10,0,7.0
48,False,Travel_Rarely,Research & Development,2,2,Technical Degree,1258,4,Male,4,1,Laboratory Technician,2,Single,2559.0,16620,5,False,11,3,3,7,4,2,1,0,0,0.0
27,False,Travel_Rarely,Research & Development,4,2,Life Sciences,1259,1,Male,3,1,Research Scientist,3,Unknown,2517.0,3208,1,False,11,3,2,5,3,3,5,3,0,3.0
29,False,Travel_Rarely,Research & Development,7,3,Life Sciences,1260,3,Male,3,2,Healthcare Representative,4,Divorced,6623.0,4204,1,True,11,3,2,6,2,3,6,0,1,0.0
48,False,Travel_Rarely,Research & Development,1,3,Life Sciences,1263,4,Male,2,5,Research Director,4,Single,18265.0,8733,6,False,12,3,3,25,3,4,1,0,0,3.0
29,False,Travel_Rarely,Research & Development,1,3,Life Sciences,1264,4,Female,2,4,Research Director,4,Divorced,16124.0,3423,3,False,14,3,2,9,2,2,7,7,1,7.0
34,False,Travel_Rarely,Research & Development,20,3,Technical Degree,1265,3,Female,4,1,Research Scientist,3,Married,2585.0,21643,0,False,17,3,4,2,5,2,1,0,0,0.0
37,False,Travel_Rarely,Sales,5,3,Marketing,1267,2,Male,3,5,Manager,2,Married,18213.0,8751,7,False,11,3,3,26,5,3,22,9,3,3.0
33,False,Travel_Rarely,Sales,10,5,Marketing,1268,4,Male,4,3,Sales Executive,3,Divorced,8380.0,21708,0,True,14,3,4,10,3,3,9,8,0,8.0
19,False,Travel_Rarely,Research & Development,25,3,Unknown,1269,2,Female,4,1,Research Scientist,4,Single,2994.0,21221,1,True,12,3,4,1,2,3,1,0,0,1.0
23,False,Travel_Rarely,Research & Development,1,2,Life Sciences,1270,4,Male,3,1,Research Scientist,3,Married,1223.0,16901,1,False,22,4,4,1,2,3,1,0,0,1.0
26,False,Travel_Rarely,Research & Development,4,2,Life Sciences,1275,3,Male,3,1,Research Scientist,4,Single,2875.0,9973,1,True,20,4,2,8,2,2,8,5,2,2.0
55,False,Non_Travel,Research & Development,8,1,Medical,1278,4,Male,2,4,Healthcare Representative,2,Divorced,13577.0,25592,1,True,15,3,4,34,3,3,33,9,15,0.0
37,False,Travel_Rarely,Sales,4,2,Marketing,1280,4,Female,2,5,Manager,2,Married,18789.0,9946,2,False,14,3,3,26,2,3,11,4,0,8.0
34,False,Travel_Rarely,Sales,2,3,Marketing,1281,3,Female,3,2,Sales Executive,1,Single,4538.0,6039,0,True,12,3,4,4,3,3,3,2,0,2.0
51,False,Travel_Frequently,Sales,9,3,Life Sciences,1282,4,Male,3,5,Manager,2,Divorced,19847.0,19196,4,True,24,4,1,31,5,2,29,10,11,10.0
59,False,Travel_Rarely,Research & Development,18,4,Medical,1283,4,Male,3,3,Manufacturing Director,4,Single,10512.0,20002,6,False,12,3,4,25,6,2,9,7,5,4.0
34,False,Travel_Frequently,Research & Development,19,3,Medical,1285,3,Female,3,2,Laboratory Technician,2,Unknown,4444.0,22534,4,False,13,3,3,15,2,4,11,8,5,10.0
28,False,Travel_Frequently,Research & Development,1,4,Unknown,1286,4,Male,3,1,Laboratory Technician,3,Single,2154.0,6842,0,True,11,3,3,5,2,2,4,2,0,2.0
44,False,Travel_Rarely,Research & Development,4,2,Life Sciences,1288,3,Male,4,5,Manager,1,Divorced,19190.0,17477,1,False,14,3,4,26,4,2,25,9,14,3.0
34,False,Travel_Frequently,Human Resources,11,3,Life Sciences,1289,3,Male,2,2,Human Resources,2,Unknown,4907.0,21833,4,False,11,3,4,14,5,4,10,9,1,8.0
35,False,Travel_Rarely,Research & Development,6,1,Life Sciences,1291,3,Male,3,1,Research Scientist,3,Married,3506.0,6020,0,True,14,3,4,4,3,3,3,2,2,2.0
42,False,Travel_Rarely,Research & Development,7,4,Medical,1292,2,Female,4,2,Research Scientist,2,Married,2372.0,5628,6,True,16,3,4,18,2,3,1,0,0,0.0
43,False,Travel_Rarely,Sales,4,4,Marketing,1293,4,Female,2,3,Sales Executive,4,Single,10231.0,20364,3,False,14,3,4,23,3,4,21,7,15,17.0
36,False,Travel_Rarely,Research & Development,2,4,Life Sciences,1294,3,Female,3,2,Manufacturing Director,2,Single,5410.0,2323,9,True,11,3,4,18,2,3,16,14,5,12.0
28,False,Travel_Frequently,Research & Development,2,3,Life Sciences,1296,4,Male,2,1,Laboratory Technician,4,Married,3867.0,14222,1,True,12,3,2,2,2,3,2,2,2,2.0
51,False,Travel_Frequently,Research & Development,6,2,Medical,1297,2,Female,2,1,Laboratory Technician,3,Single,2838.0,4257,0,False,14,3,2,8,6,2,7,0,7,3.0
30,False,Non_Travel,Research & Development,9,2,Medical,1298,3,Female,3,2,Manufacturing Director,3,Single,4695.0,12858,7,True,18,3,3,10,3,3,8,4,1,7.0
